Word,Wordcount
rykmenttiä,2
rohkeus,2
ankarin,2
istukaat,2
yritystä,2
kovat,2
taidosta,2
koettikin,2
selkäämme,2
emmekä,2
pohtaen,2
muisto,2
ihmetellä,2
kuultelimme,2
jutteli,2
israelin,2
kirjassa,2
aapiaista,2
osoittakoon,2
lailliseen,2
muistelen,2
oikeata,2
määräys,2
hyvälukijoita,2
käykäät,2
sunnuntaipäivä,2
jääkäät,2
päätäkö,2
merkiksikään,2
voittamisen,2
kuulitte,2
pahalainen,2
hakkasivat,2
savuaa,2
sittenhän,2
irvistelee,2
rykelmä,2
hullumpi,2
kiukkunsa,2
nuolet,2
myrkkyä,2
villit,2
ilolla,2
unohtamaan,2
maistuisi,2
tuhanneksi,2
kappaleeksi,2
herkkua,2
jokaista,2
henkeä,2
koukistellen,2
muotos,2
pikimusta,2
istuimelle,2
päättänyt,2
syvimpään,2
luolaan,2
sanotaan,2
esivallan,2
kannallamme,2
häiritä,2
kirjallisesti,2
oivallista,2
laillista,2
seuraavat,2
siitälähin,2
vuodelta,2
vapaasti,2
laillinen,2
lupa,2
pohjoisessa,2
pyhäinmiesten,2
elelivät,2
hiihdellen,2
hevosella,2
pitivät,2
kantoiselle,2
kinokset,2
lehteen,2
retkeilevät,2
metsätietä,2
vetäen,2
mielineet,2
erota,2
myötänsä,2
erämaassa,2
naukui,2
pienessä,2
pussissa,2
entisestä,2
alakuloisina,2
pyörä,2
merellä,2
vilppiä,2
nähköön,2
saaneet,2
prameus,2
luotettava,2
kukosta,2
lävestä,2
äijärukka,2
sukka,2
kasvaneet,2
palavasti,2
katselette,2
ettehän,2
kurjia,2
impivaarassa,2
pieninä,2
huomaten,2
pojallensa,2
huuli,2
synkeys,2
paukkuu,2
salon,2
kallionkieluja,2
kallioinen,2
lännen,2
rinnat,2
luolat,2
partaiset,2
vastaisen,2
heleän,2
loistavan,2
kohotti,2
uljaammalla,2
hietainen,2
selkää,2
juttelee,2
sompiosuota,2
hevostansa,2
tuulissa,2
pilvissä,2
vainoomaan,2
ryöväriä,2
ratsastajan,2
saavuttivat,2
kyljistä,2
virta,2
myrskyn,2
palavan,2
unohtaen,2
vapaassa,2
vihamiehistänsä,2
polttanut,2
riemuitsevalla,2
uhkeampi,2
käen,2
korpin,2
sitäennen,2
tyhmästi,2
äläs,2
merkittävän,2
eräältä,2
auttaen,2
vaipuuhan,2
vaaksan,2
keskenään,2
kulkeneet,2
tiuhan,2
näreistön,2
synkeäksi,2
sammaleisia,2
kuihtuva,2
nyökytellen,2
aisoista,2
lykkäsi,2
työläästi,2
komeroisen,2
syrjässä,2
polttavan,2
pyhkien,2
määränneet,2
kantoinen,2
lännessä,2
silmäsi,2
etäälle,2
eteläisellä,2
jalkas,2
mainitun,2
kauempana,2
sinertävä,2
teerimäki,2
ko'okas,2
mänty,2
mäntyjen,2
ahosta,2
ympärilläs,2
himmeän,2
sysikoijun,2
väsyneen,2
laitumelle,2
kannoista,2
illalliseksi,2
hyöriskelivät,2
toimissa,2
pystyy,2
lausua,2
tärkeän,2
päätön,2
aivossani,2
järjestyksen,2
rivin,2
määrätään,2
auttamatonta,2
osoittelee,2
kitaan,2
metsäsika,2
asunto,2
luola,2
mäyrä,2
vihani,2
huutia,2
jaakkolan,2
juuti,2
käytettäväksi,2
viisaampi,2
keikuttelet,2
passi,2
käpälämäki,2
murjaanit,2
koittaa,2
atriansa,2
ilvesjärvellä,2
sorsat,2
luonnossa,2
syvä,2
unonen,2
levoton,2
järkevällä,2
huutelee,2
huutonsa,2
syntejänsä,2
kesällä,2
nimensä,2
juttele,2
vietteeksi,2
maatkoon,2
kalveasta,2
immestä,2
aarteitansa,2
juoda,2
janosi,2
väkivaltaiseen,2
kauniina,2
hirviö,2
vietteli,2
viherjällä,2
hohtavana,2
aurinkoa,2
poistuu,2
vannoivat,2
koittaessa,2
erosivat,2
jalon,2
väikkyy,2
saatan,2
aarteita,2
kalleita,2
viedä,2
eriskummallinen,2
häiriö,2
käsitti,2
kädellään,2
ruhtinaan,2
mäkien,2
syvien,2
tuskan,2
liekissä,2
juostessa,2
väristykset,2
sydämessään,2
tempaili,2
luolaansa,2
uhriansa,2
uumentojen,2
määräsi,2
kelmeä,2
veretön,2
pakkasessa,2
rukoillen,2
liikkumattomana,2
kallistuneena,2
rinnoille,2
rohkene,2
torniin,2
etäiselle,2
vaivu,2
huokauksista,2
rukoilevan,2
povi,2
etsiskeli,2
pimitti,2
pitkiä,2
tornia,2
ystävästä,2
kylmiä,2
vuoskymmenien,2
muutti,2
poveni,2
kirkkaalla,2
tuonut,2
suloisen,2
kalvean,2
syliinsä,2
hienon,2
juoksevan,2
aamuruskon,2
kirkkaasen,2
povestansa,2
liehahtelivat,2
kuusissa,2
koillisesta,2
ystävykset,2
kiljahtaen,2
morsian,2
hymyili,2
kaukaiseen,2
pimeydessä,2
vanhalle,2
nakkaanko,2
kerrat,2
pamppaillut,2
turhasta,2
tiuskealla,2
tarvinnut,2
irvistävä,2
voimaton,2
jossain,2
saaleissa,2
hajussa,2
astuis,2
suuta,2
sanoisin,2
peijooni,2
viidasta,2
siipiä,2
katsellut,2
turun,2
ihmeekseni,2
jyrisee,2
vaunut,2
narreja,2
vekama,2
palaa,2
päässään,2
kummaltakin,2
pääskynen,2
edessänsä,2
harakat,2
seistessäni,2
kadun,2
kulmalla,2
mareissa,2
kakarat,2
omilla,2
nylkeä,2
turkuretkelläni,2
surkuttelee,2
toistaiseksi,2
nakuttelemaan,2
punaharjainen,2
meneppäs,2
muistutti,2
koivussa,2
mykkinä,2
rävähtämättä,2
hohtavan,2
ainoana,2
valkeata,2
kellon,2
järkähtämättä,2
tuikealla,2
puuttuu,2
lukekaat,2
hellittäkäät,2
tuliskekäleet,2
velkaa,2
kouraamme,2
öisellä,2
kolkko,2
kannen,2
miekat,2
tiehes,2
kastettuja,2
sotamiehiä,2
kristuksen,2
jytinällä,2
seljässänsä,2
öisen,2
tulisesta,2
körri,2
ykssilmäinen,2
kuivalle,2
harhateille,2
kiuvasuuni,2
kynnyksestä,2
käyttelivät,2
kuusista,2
varahuone,2
mäet,2
äärettömät,2
kiiltävillä,2
lumeen,2
valkeaturkkisen,2
ojankoon,2
syvän,2
paisti,2
nälkäisen,2
saaliinsa,2
petoa,2
killiä,2
ajelemaan,2
punertui,2
syvyydessä,2
hallavan,2
nykistää,2
huviksi,2
halkonuija,2
tyhjää,2
pujahteli,2
läimäytteli,2
sudelle,2
rientää,2
onneansa,2
kiroten,2
saapuvilla,2
jäädä,2
peräänsä,2
nyrkit,2
uskaltaisi,2
vahingon,2
riisui,2
otollisin,2
luodit,2
luikkunsa,2
verestä,2
heinäsuova,2
röykkiö,2
hyyrteistä,2
partaa,2
harmaat,2
kärkäs,2
kantelee,2
varpuja,2
pesänsä,2
kartanossa,2
lapsuuden,2
helteinen,2
verosta,2
asetetut,2
puhallellen,2
hänenkin,2
nostelivat,2
paksummalta,2
ehtoollinen,2
keittäneet,2
muistain,2
mustanpunaisena,2
huimausta,2
pöydässä,2
oluella,2
saakoot,2
koivesta,2
käsillä,2
vanhoilla,2
visko,2
aitasta,2
ollaksemme,2
huolisimme,2
peltomme,2
keksit,2
markkinoilta,2
pohjapuoli,2
mentyänsä,2
puuhun,2
täälläkin,2
kiiriskelemme,2
kahisevilla,2
korjaamme,2
lukenut,2
lyhykäisen,2
kyrön,2
kulauttaa,2
juhon,2
kiiltäviä,2
isketäänpäs,2
seisotko,2
olispa,2
kahtena,2
palkit,2
töppöset,2
säkeniä,2
raudasta,2
kantaa,2
nousen,2
käsikapulassa,2
haara,2
tempausta,2
varpaitten,2
minuun,2
tules,2
tappelemaan,2
murha,2
pitääkös,2
allas,2
korkeata,2
rynnistys,2
sopiihan,2
vasikkaa,2
saartuvallista,2
lotkahti,2
hänessä,2
miehenvastusta,2
puuskuttamaan,2
hyvänmäen,2
tärähti,2
venttaholl,2
permantoa,2
tallukka,2
timolle,2
rääkkä,2
pelloilla,2
panis,2
pakaroja,2
pläikkyis,2
painia,2
tiimmellyksen,2
huikealla,2
voitin,2
uuteen,2
tappelee,2
tappelua,2
hirmuja,2
eerokin,2
kattoon,2
loppuu,2
maailmakin,2
saati,2
päälläni,2
tunnustanut,2
heikommaksi,2
selkääni,2
keri,2
vilkas,2
ottelevat,2
könnin,2
ottelo,2
rinnustus,2
haaroissa,2
voit,2
menisin,2
villityt,2
iloitkaamme,2
iloitse,2
sikaa,2
jussikulta,2
ryssää,2
kumauta,2
kannua,2
raikkuu,2
tanssin,2
loiskin,2
haarikat,2
kiulut,2
suutu,2
laulan,2
pöllyttäjä,2
sikoläätin,2
lämmittäjä,2
rantaan,2
kirjoitteli,2
kultansa,2
iloss',2
olevain,2
luulin,2
serafiimein,2
syötiin,2
iloleikki,2
syvänojan,2
sylvinän,2
hurjaa,2
mull',2
rautoi,2
häitä,2
kukkokin,2
juopuneen,2
pompahtelee,2
vuoroon,2
ryysyiksi,2
paitaan,2
kertoilemme,2
satuja,2
aate,2
juoni,2
pienenkin,2
lystipä,2
kiellän,2
kohottanut,2
painin,2
kourassani,2
jouluyönä,2
kiukaalta,2
vilinässä,2
palava,2
vilkkaan,2
pyörö,2
laattialla,2
äkkäsivät,2
liekit,2
auetessa,2
yskien,2
kilpaa,2
jäänyt,2
uhriksi,2
katosta,2
suojatonna,2
jalat,2
punersivat,2
valtaisesti,2
suloisesti,2
punertava,2
kyhnien,2
jalkainsa,2
anturoita,2
kukistui,2
tuhansista,2
täyttyi,2
etelästä,2
suojasta,2
iskemään,2
jumalattomat,2
surkein,2
syytön,2
pelastuksemme,2
hangella,2
luen,2
aseita,2
tarvitsemme,2
vuorotellen,2
pystyvalkean,2
paljas,2
ratsastamaan,2
tavarat,2
kalut,2
läheltä,2
jälkensä,2
iskeneet,2
ruumiimme,2
liukkailla,2
astukaatpas,2
matkalle,2
naamalla,2
nahkansa,2
kinoksia,2
ratsastivat,2
näreistössä,2
hengähtää,2
kumo,2
kirkastui,2
levättyänsä,2
pimeään,2
näyttäen,2
aaveet,2
korskahdellen,2
kiljavan,2
haukan,2
kiukku,2
laukaisivat,2
säikähtyen,2
kirmaisemaan,2
lauma,2
rientäköön,2
latasivat,2
jäsenissä,2
miehistä,2
pyssymme,2
latingissa,2
menipä,2
vilkaisten,2
lemahti,2
heilahti,2
tuiskahti,2
ähellys,2
entiset,2
hiljaista,2
luut,2
veressä,2
korvissaan,2
sanoma,2
kaartaen,2
kahta,2
kolmella,2
luulivat,2
joukon,2
luolista,2
karkaavan,2
liike,2
virnapäisinä,2
kirosi,2
huohoittain,2
altansa,2
pohjanpellon,2
töyrylle,2
pauhulla,2
huoneesen,2
sielua,2
paitariepu,2
onnettomia,2
turkin,2
ihmislasta,2
itkekö,2
kristillisten,2
lyhdettä,2
armonliiton,2
lämmitettyä,2
ehdimme,2
kosteat,2
punaiset,2
nokisten,2
ortten,2
tupa,2
kirvesten,2
iskuista,2
potrasti,2
kohotamme,2
lähteissämme,2
peloittavalle,2
hälveni,2
leimusi,2
pystyvalkia,2
seuraten,2
retkeltänsä,2
suurella,2
käärittyinä,2
sulki,2
pohjoinen,2
seitsemäs,2
tuloa,2
monena,2
hikipäin,2
huone,2
tuoksusi,2
illasta,2
uhkeampana,2
täysin,2
tulevaksi,2
ahtolan,2
asujamista,2
tuuhealla,2
visaisella,2
vahvoja,2
jokapäiväisen,2
pohjanmaalla,2
lapinmaan,2
kurkia,2
kaukaista,2
peukalollansa,2
väittelivät,2
kysyit,2
puskien,2
peukaloani,2
ampuisit,2
peukalollaan,2
tarkoin,2
avaralta,2
moneen,2
kääpiä,2
kertomuksia,2
luona,2
lähdettiin,2
kullan,2
nutut,2
tempasit,2
lopultahan,2
sanokaas,2
arvaan,2
pikkujussi,2
oksalla,2
noidanjuonia,2
puri,2
alaspa,2
pyrskäytteli,2
moristen,2
latomaan,2
soikotellen,2
pöllytys,2
pani,2
lihava,2
hauteesen,2
sammu,2
noidannuoli,2
useampi,2
vilinätä,2
mikähän,2
vilkkaisi,2
morahtaen,2
liepeä,2
sammaleisten,2
kahaus,2
tallustamaan,2
kymmenennumeroja,2
selviä,2
päivissä,2
urheat,2
masentanut,2
tapsutteli,2
hikoen,2
koipea,2
mieskin,2
sutta,2
asteltiin,2
sukset,2
vuoroitellen,2
kuljettiin,2
pussiini,2
katseltiin,2
nauttimassa,2
turkkilaan,2
pitelin,2
päätäni,2
vikkelän,2
oikeasti,2
kidan,2
arolta,2
lyijyä,2
paukahtipa,2
kuuluipa,2
nostettiin,2
ajattelin,2
sylissä,2
rinnastaan,2
poikana,2
siirtynyt,2
urhea,2
miehukas,2
arvaathan,2
kiikissä,2
aljettiin,2
laimeilla,2
menneet,2
parhaista,2
kömppeilemään,2
pirttiimme,2
kauanpa,2
aivoissansa,2
lintu,2
pyytää,2
viehätti,2
soitten,2
vuoteellansa,2
saataisiin,2
soilla,2
jalosta,2
retkillä,2
vuoteeltansa,2
ahmanpoika,2
rauhallisella,2
parvella,2
noustuaan,2
öillistä,2
seutua,2
kirkkaissa,2
kourusuohon,2
tottuneet,2
harmaapäisinä,2
pohjolassa,2
velvollisuutta,2
viettämään,2
kulaus,2
poijussa,2
vaihtelee,2
korkeita,2
kiihoitti,2
voimakas,2
nuorasta,2
huutoa,2
tapahtuisi,2
likemmäs,2
päättäen,2
atrialle,2
tavattoman,2
luuli,2
sytyttänyt,2
sammaleinen,2
paiskasi,2
kyhneili,2
apuun,2
tähdätä,2
hirviön,2
sattunut,2
rynkäsipä,2
henkeänsä,2
pyssynsä,2
tulossa,2
kartellen,2
pyssystä,2
päätään,2
vilauksen,2
toinentoistaan,2
röyheän,2
mesikämmen,2
käsittänyt,2
jatkamaan,2
heikkeni,2
selvemmin,2
äänet,2
likemmäksi,2
pienellä,2
ruohoisella,2
kiiti,2
karaten,2
rinnasta,2
kaatuneen,2
korvan,2
lävistetty,2
puhkaistu,2
metelöitsevä,2
kämmenillensä,2
naukki,2
kurkustani,2
tulevalla,2
pelastimme,2
vapaa,2
joukkoonsa,2
honkamäen,2
juhtien,2
kilakassa,2
seisautti,2
kuulinpa,2
käheän,2
mäeltä,2
osoittaa,2
häntänsä,2
voimilla,2
kirvees,2
kullenkin,2
koiramme,2
tulleet,2
kirveellä,2
koivuista,2
vingahtelivat,2
kiilien,2
kiukkuista,2
karvat,2
kylmät,2
uhkasi,2
juhdalta,2
pelastettu,2
samankaltainen,2
koivuisen,2
kankensa,2
kohisten,2
sekamelskassa,2
elukkain,2
uneksi,2
tuulispäänä,2
monin,2
kerroin,2
lähestynyt,2
ryskyi,2
hurjapäistä,2
vainoojansa,2
kiirehtivät,2
arvelematta,2
peittyivät,2
kuuta,2
läpitse,2
lakealle,2
härkäliuta,2
potkien,2
turpeita,2
kiertää,2
kellahti,2
hellittää,2
huulilta,2
tarkoitti,2
sammaleet,2
lujemmin,2
temmelsi,2
juostuansa,2
itsepintainen,2
samasta,2
nauttia,2
hiidenkivellä,2
mistähän,2
aikamme,2
tarinat,2
päätyi,2
rupesipa,2
väsymys,2
ampuniekan,2
eläimen,2
linnansa,2
uiskellen,2
tuskissa,2
julmistui,2
hämeen,2
saloissa,2
summaton,2
paino,2
pesässänsä,2
käyttäkäämme,2
mahoillansa,2
märehtien,2
kohtalonsa,2
armottoman,2
vieraan,2
odottaen,2
näkyvissä,2
nahassa,2
ollessa,2
ampuu,2
sydämeen,2
lannistuu,2
huutoon,2
potraa,2
kirkaisemme,2
kaks,2
härjätkin,2
äkkinen,2
ovathan,2
vaipuu,2
kurinaa,2
aaponkin,2
meinaat,2
harras,2
kristityt,2
veljeinsä,2
vuorten,2
mainittu,2
ilkeästi,2
nälkään,2
ihmeen,2
suulta,2
taivaallinen,2
ottaen,2
lähteen,2
ylistäen,2
hämärän,2
jytinä,2
muutamia,2
kummastuivat,2
otsalla,2
hirveästä,2
kasta,2
riemuksi,2
kastaa,2
pimeydestä,2
pakanain,2
ojassa,2
järkähtämätön,2
raikkaana,2
maha,2
ilmalla,2
poskeensa,2
toisesta,2
kiskoi,2
rasvaista,2
sianmakkaraa,2
kaarena,2
täyttänyt,2
maarunsa,2
poskessa,2
tuhatta,2
helvettiä,2
kerrottavan,2
tyhjäksi,2
kauhea,2
taskussansa,2
imeskelee,2
jyviä,2
iskekäät,2
touhaiskaat,2
aivot,2
kahdeksan,2
kyyttöni,2
pinteestä,2
kamostuen,2
leukojansa,2
siipien,2
kahdeksas,2
multaa,2
kuolemata,2
uhkeat,2
myllyn,2
rupeaisitko,2
veljes,2
selkääs,2
maista,2
tuomaasta,2
pikkueerosta,2
kääntää,2
häyrypää,2
kuulkoon,2
paavali,2
ko'oten,2
seljässäni,2
vuohipukki,2
vuohenmaito,2
suurkiitos,2
lillipoikiasi,2
vertaan,2
pikku,2
sanoitko,2
häyrypääksi,2
kukoksi,2
sanoipa,2
vuohipukiksi,2
praa,2
kiitän,2
valkoisen,2
tällaisia,2
yhdeksikin,2
kuvata,2
hampaan,2
talteen,2
mielisin,2
lievitellä,2
surkeutta,2
haukkunut,2
kiitokset,2
kivemme,2
vihollinen,2
julmasti,2
yleisen,2
saisi,2
mamman,2
säästä,2
iso,2
ansiosta,2
rankaise,2
ilokivi,2
samalta,2
tuoksuavassa,2
saarnasi,2
villi,2
laulaneet,2
mattipappi,2
puolees,2
ryökäle,2
saarnaan,2
kymmenestä,2
puhelemaan,2
teit,2
jumppilan,2
hylkeennahkainen,2
tupakkikukkaro,2
helsingissä,2
tampereen,2
kastettu,2
kastui,2
lauluni,2
rantaa,2
pistettiin,2
vaivaa,2
tuuppasi,2
helsinkiin,2
plottis,2
talot,2
potki,2
lokaa,2
lopeta,2
kohtapa,2
vähältä,2
lakimme,2
täyttyköön,2
kuolemaas,2
läsnä,2
auttakaat,2
pyöveli,2
kuolee,2
pelastakaamme,2
vihaista,2
mistäkin,2
kimpussa,2
repien,2
hienoksi,2
hillitkäät,2
vaivainen,2
kuohuu,2
toverini,2
priiskahtelet,2
saatat,2
piekse,2
eläkäämme,2
astelemme,2
tietänyt,2
killissä,2
kalveana,2
nälkämme,2
tiimalla,2
luoteja,2
kauramatin,2
pojilla,2
hiidenkiveä,2
patruuna,2
kartanoon,2
nahat,2
vartokaamme,2
kohottivat,2
vaisun,2
hiidenkivi,2
loiskaisi,2
ojensi,2
verisenä,2
rykelmään,2
kielet,2
ladaten,2
kiirahteli,2
ankarammin,2
korkeudessa,2
poru,2
pauke,2
ummisti,2
näkynyt,2
verhoon,2
satoi,2
ukkospilvi,2
uhriensa,2
iskekäämme,2
maistuupa,2
pihkalastuja,2
saattakoon,2
kirveeni,2
riiheen,2
karankoja,2
sukuun,2
muhkeata,2
otettiin,2
härjänliha,2
pimeni,2
lähettivät,2
voudille,2
kartanoa,2
käsittämättä,2
nautoja,2
nylki,2
jalkaa,2
riuhtoili,2
rikki,2
luita,2
pohmeloinen,2
leivällä,2
maistavan,2
atrioitsi,2
hohteessa,2
askartelivat,2
lähinnä,2
verisissä,2
veitset,2
juhdan,2
paljaana,2
tuumaakaan,2
maallani,2
lasketaan,2
vaa'alle,2
kartano,2
ha'assani,2
maailmasta,2
rengit,2
kiusattu,2
kourissamme,2
suokoon,2
sanastamme,2
kiroillen,2
lihapadan,2
vuorokautta,2
kantoivat,2
otukset,2
aittaansa,2
sinisenä,2
metsistä,2
atriasta,2
viertolainen,2
lujaa,2
vatsa,2
löimme,2
kantoja,2
pinnasta,2
tappiolle,2
visainen,2
kurra,2
kaahaa,2
raivasivat,2
välillänsä,2
visasta,2
seisahtuu,2
tuumiskellen,2
vertainen,2
mukaansa,2
tuostakin,2
kylien,2
luihkaisee,2
ystävällisesti,2
tuulenpesän,2
keikkuvan,2
viileä,2
koillinen,2
latvoja,2
korviinsa,2
myyräksi,2
alakuloisen,2
levitetty,2
pitkään,2
humiseva,2
kerskaili,2
heiluttain,2
tammista,2
uskonkilpeänsä,2
paukkina,2
ilmoista,2
murheellista,2
tempasivat,2
rykelmässä,2
latvasta,2
lensi,2
räikkynällä,2
parahti,2
itkevällä,2
asettuivat,2
havaitsi,2
luonut,2
ihmiseksi,2
silmäänsä,2
kiekon,2
juostiin,2
pakenemaan,2
voimiansa,2
loiskien,2
parkuen,2
sauvaansa,2
hikoiltiin,2
kamppausta,2
avaten,2
eerolle,2
pohjassa,2
riemua,2
vauhtia,2
harjoitellen,2
ammattia,2
sarvee,2
askarrellen,2
vankkurit,2
köllin,2
rattaat,2
tunkiolta,2
tuumiskelee,2
pöllähti,2
soikoon,2
nahjus,2
verkkasen,2
hemmon,2
tuollapa,2
kurjain,2
kaulaa,2
pirttipihalle,2
asettivat,2
vatsansa,2
söi,2
väkivaltaista,2
pidellen,2
vääntäin,2
ainoan,2
vihamies,2
ostettuja,2
viertolaisen,2
maksamaan,2
vahinkoa,2
mässätä,2
sellaisesta,2
kysyisitte,2
mehukasta,2
muistellessa,2
tänäkin,2
pelkäänpä,2
luottamista,2
piispan,2
pitäjäämme,2
karasoo,2
muassa,2
karilan,2
valehteli,2
totisen,2
keitinkiven,2
miellyttänyt,2
itku,2
syttyy,2
pääkään,2
mimmoinen,2
tonttuja,2
mikosta,2
pohdin,2
helli,2
lakia,2
keräjänkäynti,2
riitä,2
kylvämme,2
jyvät,2
osan,2
huhta,2
kaikitenkin,2
huhdassamme,2
tarjona,2
kiiltävät,2
rytinällä,2
noissa,2
tienoissa,2
ahkeraan,2
vaalean,2
soitto,2
syttyi,2
portilta,2
himmeä,2
onnistui,2
oravan,2
into,2
ajo,2
kirkkaina,2
kamajan,2
alankomaat,2
reuhuivat,2
taisteloon,2
turkkiin,2
avoin,2
säteetön,2
helteisessä,2
matkansa,2
polttamaan,2
jyrinällä,2
heleässä,2
kanervaista,2
tannerta,2
niillä,2
kylmään,2
kylvettiin,2
oras,2
kuolemaksi,2
kymmenes,2
leikkasivat,2
olki,2
korjatut,2
huhdan,2
viljeltäväksi,2
seikasta,2
tärkeämpiäkin,2
suostui,2
voittipa,2
silmissänsä,2
jaksoi,2
perässänsä,2
neljäniitinen,2
vallattomasti,2
päätöksen,2
huulillensa,2
juovuttavaa,2
ruskean,2
tyytyväisenä,2
oivallisesti,2
keveästi,2
joukosta,2
tynnöri,2
kaupungista,2
korkeimmallaan,2
lausuiltiin,2
salskea,2
kilvan,2
raamatun,2
itsepintaista,2
puettuna,2
kantoista,2
riippuva,2
eerolta,2
tietämättä,2
vehnäpulliin,2
kourin,2
ällistyneinä,2
ilmestystä,2
lukivat,2
tuomionsa,2
rattailta,2
toivoi,2
hävitetty,2
rahat,2
kourastansa,2
palan,2
karmeasti,2
oljille,2
kamoten,2
sammaleista,2
korpea,2
kellastunut,2
kolkon,2
kohottaen,2
peiton,2
kurkistellen,2
ansion,2
myydä,2
moninkerroin,2
tyyriisen,2
siinäkö,2
hedelmät,2
tuostakaan,2
kutsutaan,2
hiilistö,2
raitillensa,2
äärestä,2
kaappia,2
tallia,2
ripittää,2
kestävä,2
vihdoinpa,2
kuivaksi,2
kömöittää,2
patalakki,2
temppelissä,2
kulmakarvat,2
vakaana,2
kököittää,2
kimmassa,2
luulisin,2
simeonille,2
syntisäkki,2
joi,2
sikeästi,2
arvelua,2
muristen,2
kadonnutta,2
huudellen,2
onnettoman,2
etäällä,2
huiskutellen,2
kyselemään,2
kummallisia,2
vastauksia,2
tyynenä,2
puhalsi,2
paisutti,2
juhlallisella,2
pöllisteli,2
antakaas,2
taisipa,2
ystävä,2
seurasin,2
kynsiä,2
rajalle,2
nauruun,2
eteeni,2
hämeenlinnan,2
pyörryttävään,2
ehdittiin,2
ympyrjäinen,2
voimiesi,2
astuimme,2
seisoimme,2
puoleeni,2
sakramenttu,2
läksimme,2
katsele,2
tutkistele,2
tutkistelemaan,2
enklannin,2
amerikan,2
nousevan,2
nyhkäisten,2
torvea,2
vihelsi,2
voisin,2
suinkin,2
jaksat,2
ennustaa,2
kuussa,2
nahkatornissa,2
saapasnahkatornissa,2
syntiselle,2
yskimään,2
leveällä,2
ollen,2
saatanan,2
aapiskirjani,2
varoitettu,2
pahinta,2
käyskelin,2
katselinpa,2
aivosta,2
surkeus,2
vastatkaat,2
suussa,2
myttyyn,2
pannuni,2
pannu,2
rukoilemaan,2
hirveäksi,2
siniset,2
lähtemään,2
kesäauringon,2
jaloa,2
tehneensä,2
lähestyivät,2
kirjaansa,2
tällaista,2
ystäväänsä,2
yhteistä,2
pyhänä,2
sapattina,2
nauru,2
punehtuen,2
naurua,2
levottomalla,2
vaiheita,2
rotevan,2
estää,2
ihmeeksensä,2
ääretöntä,2
naudat,2
iskulla,2
oteltiin,2
kasteli,2
pyhään,2
teloja,2
loiskeilemaan,2
viholliset,2
hikoili,2
uhosta,2
älämölöö,2
impivaaraan,2
jupisten,2
äkistipä,2
monella,2
kuhmo,2
kappaletta,2
punaiseen,2
sovintomies,2
suomesta,2
käskee,2
marssikaamme,2
värvinkiä,2
muutamaksi,2
jyrkeä,2
parolan,2
rikeeraa,2
poikiensa,2
kasarmi,2
yleiseen,2
kuivana,2
pysynyt,2
itkusta,2
matkanpäästä,2
alkoivat,2
pitäjää,2
haastelemaan,2
hauskasti,2
toimestansa,2
aatelkaas,2
parolaan,2
kuulleet,2
louhia,2
västingissä,2
tuuman,2
paksu,2
kiskoa,2
jumal'avita,2
härkänen,2
kiikahti,2
kynnykselle,2
nurjana,2
kirjan,2
pappien,2
santaista,2
riivattuja,2
köllit,2
vallesmanni,2
kääntymys,2
pitäjässä,2
aatteleman,2
seiskäämme,2
kaappaisemaan,2
tehtävänä,2
pyytäen,2
haastelet,2
sissien,2
oksalta,2
palaisi,2
pirttiämme,2
asukkaat,2
vuorokauden,2
kallioista,2
lirisi,2
lähetettiin,2
taloissa,2
lukien,2
etteivät,2
arvoon,2
miehiksi,2
tärkeään,2
heltimättä,2
kentiesi,2
hedelmä,2
hulluksi,2
puhkaus,2
perunoita,2
opettajan,2
opetat,2
opettaja,2
ahven,2
tahtoni,2
metso,2
huomaamme,2
pelloksi,2
huoneita,2
niituilla,2
vaimoille,2
taloja,2
ihanaksi,2
kohottaa,2
ihanaan,2
kahleet,2
paimen,2
raivaamaan,2
kasoihin,2
lujalla,2
taakkansa,2
niittunsa,2
taitonsa,2
mielestä,2
luki,2
puuha,2
kirjainten,2
mäikkyi,2
nyrkin,2
ö,2
kunnioituksella,2
t,2
lähtekääs,2
vakavan,2
ahah,2
palkka,2
nouseepa,2
kyräävillä,2
silmäniskuilla,2
omettaansa,2
raataminen,2
puuhaan,2
työskentelivät,2
kylmästä,2
jylisevän,2
kevään,2
kirjansa,2
sulivat,2
niitulta,2
ruis,2
pelto,2
valkeana,2
tiukka,2
peltoamme,2
vuodet,2
uskonpa,2
sompiosuo,2
raivaten,2
kaivellen,2
harkitsivat,2
synkistävää,2
liukui,2
tämänkaltaisena,2
kuristuu,2
tyhjästä,2
keksi,2
mannaa,2
veljeksestä,2
onnistuisi,2
lainaksi,2
ihmisiin,2
polviensa,2
karheasti,2
jykevällä,2
olikaan,2
kokoontuneet,2
askel,2
purevana,2
suopeasti,2
nukkuivat,2
tarttui,2
verhossa,2
kelmeän,2
päivien,2
sompioniitun,2
luhta,2
kultaisena,2
kohteli,2
vakavilla,2
menestystä,2
hevosia,2
omettaan,2
orsien,2
mielien,2
aukaisit,2
periltä,2
raskaan,2
taloksi,2
lupauksen,2
paiste,2
tuoksua,2
poutaisella,2
mitäkin,2
maksaisi,2
yksinvoimin,2
torppaa,2
kaikkihan,2
kunniaan,2
tuhlaaja,2
säästäväinen,2
sitäpä,2
tuhlaa,2
kouralla,2
lapsillensa,2
vaimoja,2
jäivät,2
valtaansa,2
kiertoessa,2
kasvoillansa,2
riemu,2
